SYSTEMATIC.name	GO.id	GO.term
YBR111C	GO:0019693	P:ribose phosphate metabolic process
YBR111W-A	GO:0071819	C:DUBm complex
YBR111W-A	GO:0005643	C:nuclear pore
YBR111W-A	GO:0005654	C:nucleoplasm
YBR111W-A	GO:0005634	C:nucleus
YBR111W-A	GO:0000932	C:P-body
YBR111W-A	GO:0000124	C:SAGA complex
YBR111W-A	GO:0046695	C:SLIK (SAGA-like) complex
YBR111W-A	GO:0070390	C:transcription export complex 2
YBR111W-A	GO:0003682	F:chromatin binding
YBR111W-A	GO:0008047	F:enzyme activator activity
YBR111W-A	GO:0003713	F:transcription coactivator activity
YBR111W-A	GO:0006325	P:chromatin organization
YBR111W-A	GO:0016578	P:histone deubiquitination
YBR111W-A	GO:0006406	P:mRNA export from nucleus
YBR111W-A	GO:0071028	P:nuclear mRNA surveillance
YBR111W-A	GO:0016973	P:poly(A)+ mRNA export from nucleus
YBR111W-A	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YBR111W-A	GO:0000973	P:post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
YBR111W-A	GO:0015031	P:protein transport
YBR111W-A	GO:0032880	P:regulation of protein localization
YBR111W-A	GO:0006357	P:regulation of transcription by RNA polymerase II
YBR111W-A	GO:0006368	P:transcription elongation by RNA polymerase II
YBR112C	GO:0005634	C:nucleus
YBR112C	GO:0017053	C:transcription repressor complex
YBR112C	GO:0031490	F:chromatin DNA binding
YBR112C	GO:0042826	F:histone deacetylase binding
YBR112C	GO:0000978	F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
YBR112C	GO:0003713	F:transcription coactivator activity
YBR112C	GO:0003714	F:transcription corepressor activity
YBR112C	GO:0006338	P:chromatin remodeling
YBR112C	GO:0006972	P:hyperosmotic response
YBR112C	GO:0045892	P:negative regulation of DNA-templated transcription
YBR112C	GO:0000122	P:negative regulation of transcription by RNA polymerase II
YBR112C	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YBR112C	GO:0006357	P:regulation of transcription by RNA polymerase II
YBR114W	GO:0031463	C:Cul3-RING ubiquitin ligase complex
YBR114W	GO:0000113	C:nucleotide-excision repair factor 4 complex
YBR114W	GO:0005634	C:nucleus
YBR114W	GO:0005524	F:ATP binding
YBR114W	GO:0140658	F:ATP-dependent chromatin remodeler activity
YBR114W	GO:0003677	F:DNA binding
YBR114W	GO:0004386	F:helicase activity
YBR114W	GO:0016787	F:hydrolase activity
YBR114W	GO:0046872	F:metal ion binding
YBR114W	GO:0070911	P:global genome nucleotide-excision repair
YBR114W	GO:0006289	P:nucleotide-excision repair
YBR114W	GO:0000715	P:nucleotide-excision repair, DNA damage recognition
YBR114W	GO:0008104	P:protein localization
YBR114W	GO:0009411	P:response to UV
YBR114W	GO:0006511	P:ubiquitin-dependent protein catabolic process
YBR115C	GO:0005737	C:cytoplasm
YBR115C	GO:0004043	F:L-aminoadipate-semialdehyde dehydrogenase activity
YBR115C	GO:0031177	F:phosphopantetheine binding
YBR115C	GO:0019878	P:lysine biosynthetic process via aminoadipic acid
YBR117C	GO:0005737	C:cytoplasm
YBR117C	GO:0005829	C:cytosol
YBR117C	GO:0005634	C:nucleus
YBR117C	GO:0046872	F:metal ion binding
YBR117C	GO:0004802	F:transketolase activity
YBR117C	GO:0006098	P:pentose-phosphate shunt
YBR118W	GO:0005737	C:cytoplasm
YBR118W	GO:0005856	C:cytoskeleton
YBR118W	GO:0005829	C:cytosol
YBR118W	GO:0005853	C:eukaryotic translation elongation factor 1 complex
YBR118W	GO:0000329	C:fungal-type vacuole membrane
YBR118W	GO:0005739	C:mitochondrion
YBR118W	GO:0005840	C:ribosome
YBR118W	GO:0051015	F:actin filament binding
YBR118W	GO:0019003	F:GDP binding
YBR118W	GO:0005525	F:GTP binding
YBR118W	GO:0003924	F:GTPase activity
YBR118W	GO:1904408	F:melatonin binding
YBR118W	GO:0019901	F:protein kinase binding
YBR118W	GO:0043022	F:ribosome binding
YBR118W	GO:0003746	F:translation elongation factor activity
YBR118W	GO:0051017	P:actin filament bundle assembly
YBR118W	GO:0034198	P:cellular response to amino acid starvation
YBR118W	GO:0006469	P:negative regulation of protein kinase activity
YBR118W	GO:0001933	P:negative regulation of protein phosphorylation
YBR118W	GO:0006412	P:translation
YBR118W	GO:0006414	P:translational elongation
YBR118W	GO:0006409	P:tRNA export from nucleus
YBR119W	GO:0000243	C:commitment complex
YBR119W	GO:0005634	C:nucleus
YBR119W	GO:0005681	C:spliceosomal complex
YBR119W	GO:0005685	C:U1 snRNP
YBR119W	GO:0071004	C:U2-type prespliceosome
YBR119W	GO:0030619	F:U1 snRNA binding
YBR119W	GO:0000395	P:mRNA 5'-splice site recognition
YBR119W	GO:0000398	P:mRNA splicing, via spliceosome
YBR120C	GO:0061671	C:Cbp3p-Cbp6 complex
YBR120C	GO:0005761	C:mitochondrial ribosome
YBR120C	GO:0005739	C:mitochondrion
YBR120C	GO:0043022	F:ribosome binding
YBR120C	GO:0034551	P:mitochondrial respiratory chain complex III assembly
YBR120C	GO:0006397	P:mRNA processing
YBR120C	GO:0070131	P:positive regulation of mitochondrial translation
YBR120C	GO:0050821	P:protein stabilization
YBR121C	GO:0005737	C:cytoplasm
YBR121C	GO:0005759	C:mitochondrial matrix
YBR121C	GO:0005739	C:mitochondrion
YBR121C	GO:0005524	F:ATP binding
YBR121C	GO:0004820	F:glycine-tRNA ligase activity
YBR121C	GO:0046983	F:protein dimerization activity
YBR121C	GO:0016740	F:transferase activity
YBR121C	GO:0015966	P:diadenosine tetraphosphate biosynthetic process
YBR121C	GO:0006353	P:DNA-templated transcription termination
YBR121C	GO:0006426	P:glycyl-tRNA aminoacylation
YBR121C	GO:0070150	P:mitochondrial glycyl-tRNA aminoacylation
YBR122C	GO:0005743	C:mitochondrial inner membrane
YBR122C	GO:0005762	C:mitochondrial large ribosomal subunit
YBR122C	GO:0005739	C:mitochondrion
YBR122C	GO:0003735	F:structural constituent of ribosome
YBR122C	GO:0032543	P:mitochondrial translation
YBR123C	GO:0005654	C:nucleoplasm
YBR123C	GO:0005634	C:nucleus
YBR123C	GO:0000127	C:transcription factor TFIIIC complex
YBR123C	GO:0003677	F:DNA binding
YBR123C	GO:0042791	P:5S class rRNA transcription by RNA polymerase III
YBR123C	GO:0006383	P:transcription by RNA polymerase III
YBR123C	GO:0006384	P:transcription initiation at RNA polymerase III promoter
YBR125C	GO:0005737	C:cytoplasm
YBR125C	GO:0046872	F:metal ion binding
YBR125C	GO:0017018	F:myosin phosphatase activity
YBR125C	GO:0004722	F:protein serine/threonine phosphatase activity
YBR125C	GO:0006470	P:protein dephosphorylation
YBR126C	GO:0005946	C:alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)
YBR126C	GO:0005737	C:cytoplasm
YBR126C	GO:0003825	F:alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity
YBR126C	GO:0004805	F:trehalose-phosphatase activity
YBR126C	GO:0005975	P:carbohydrate metabolic process
YBR126C	GO:0071465	P:cellular response to desiccation
YBR126C	GO:0034605	P:cellular response to heat
YBR126C	GO:0005992	P:trehalose biosynthetic process
YBR126C	GO:0070413	P:trehalose metabolism in response to stress
YBR126W-A	GO:0005783	C:endoplasmic reticulum
YBR126W-A	GO:0016020	C:membrane
YBR127C	GO:0005737	C:cytoplasm
YBR127C	GO:0010494	C:cytoplasmic stress granule
YBR127C	GO:0000329	C:fungal-type vacuole membrane
YBR127C	GO:0000139	C:Golgi membrane
YBR127C	GO:0033176	C:proton-transporting V-type ATPase complex
YBR127C	GO:0016471	C:vacuolar proton-transporting V-type ATPase complex
YBR127C	GO:0000221	C:vacuolar proton-transporting V-type ATPase, V1 domain
YBR127C	GO:1990816	C:vacuole-mitochondrion membrane contact site
YBR127C	GO:0005524	F:ATP binding
YBR127C	GO:0046961	F:proton-transporting ATPase activity, rotational mechanism
YBR127C	GO:0046034	P:ATP metabolic process
YBR127C	GO:0048388	P:endosomal lumen acidification
YBR127C	GO:0061795	P:Golgi lumen acidification
YBR127C	GO:0006874	P:intracellular calcium ion homeostasis
YBR127C	GO:0000425	P:pexophagy
YBR127C	GO:1902906	P:proteasome storage granule assembly
YBR127C	GO:1902600	P:proton transmembrane transport
YBR127C	GO:0055085	P:transmembrane transport
YBR127C	GO:0007035	P:vacuolar acidification
YBR128C	GO:0000329	C:fungal-type vacuole membrane
YBR128C	GO:0000407	C:phagophore assembly site
YBR128C	GO:0034045	C:phagophore assembly site membrane
YBR128C	GO:0034271	C:phosphatidylinositol 3-kinase complex, class III, type I
YBR128C	GO:0120095	C:vacuole-isolation membrane contact site
YBR128C	GO:0006914	P:autophagy
YBR128C	GO:0032258	P:cytoplasm to vacuole transport by the Cvt pathway
YBR128C	GO:0016236	P:macroautophagy
YBR128C	GO:0000425	P:pexophagy
YBR128C	GO:0046854	P:phosphatidylinositol phosphate biosynthetic process
YBR128C	GO:0034727	P:piecemeal microautophagy of the nucleus
YBR128C	GO:0015031	P:protein transport
YBR129C	GO:0005737	C:cytoplasm
YBR129C	GO:0005739	C:mitochondrion
YBR129C	GO:0005886	C:plasma membrane
YBR129C	GO:0005546	F:phosphatidylinositol-4,5-bisphosphate binding
YBR129C	GO:1902647	P:negative regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process
YBR130C	GO:0005934	C:cellular bud tip
YBR130C	GO:0005737	C:cytoplasm
YBR130C	GO:0005789	C:endoplasmic reticulum membrane
YBR130C	GO:0003729	F:mRNA binding
YBR130C	GO:1990825	F:sequence-specific mRNA binding
YBR130C	GO:0048309	P:endoplasmic reticulum inheritance
YBR130C	GO:0008298	P:intracellular mRNA localization
YBR130C	GO:0007533	P:mating type switching
YBR130C	GO:0051028	P:mRNA transport
YBR131W	GO:0005829	C:cytosol
YBR131W	GO:0005768	C:endosome
YBR131W	GO:0043231	C:intracellular membrane-bounded organelle
YBR131W	GO:0005770	C:late endosome
YBR131W	GO:0035658	C:Mon1-Ccz1 complex
YBR131W	GO:0032585	C:multivesicular body membrane
YBR131W	GO:0005774	C:vacuolar membrane
YBR131W	GO:0005085	F:guanyl-nucleotide exchange factor activity
YBR131W	GO:0032266	F:phosphatidylinositol-3-phosphate binding
YBR131W	GO:0010314	F:phosphatidylinositol-5-phosphate binding
YBR131W	GO:0001786	F:phosphatidylserine binding
YBR131W	GO:0097352	P:autophagosome maturation
YBR131W	GO:0006914	P:autophagy
YBR131W	GO:0032258	P:cytoplasm to vacuole transport by the Cvt pathway
YBR131W	GO:0032511	P:late endosome to vacuole transport via multivesicular body sorting pathway
YBR131W	GO:0016236	P:macroautophagy
YBR131W	GO:0044395	P:protein targeting to vacuolar membrane
YBR131W	GO:0006623	P:protein targeting to vacuole
YBR131W	GO:0015031	P:protein transport
YBR131W	GO:0007034	P:vacuolar transport
YBR131W	GO:0048278	P:vesicle docking
YBR131W	GO:0016192	P:vesicle-mediated transport
YBR132C	GO:0005783	C:endoplasmic reticulum
YBR132C	GO:0005789	C:endoplasmic reticulum membrane
YBR132C	GO:0000329	C:fungal-type vacuole membrane
YBR132C	GO:0005886	C:plasma membrane
YBR132C	GO:0015171	F:amino acid transmembrane transporter activity
YBR132C	GO:0003333	P:amino acid transmembrane transport
YBR132C	GO:1902274	P:positive regulation of (R)-carnitine transmembrane transport
YBR132C	GO:1902269	P:positive regulation of polyamine transmembrane transport
YBR133C	GO:0005935	C:cellular bud neck
YBR133C	GO:0032174	C:cellular bud neck septin collar
YBR133C	GO:0000144	C:cellular bud neck septin ring
YBR133C	GO:0005737	C:cytoplasm
YBR133C	GO:0005829	C:cytosol
YBR133C	GO:0005634	C:nucleus
YBR133C	GO:0005824	C:outer plaque of spindle pole body
YBR133C	GO:0008469	F:histone arginine N-methyltransferase activity
YBR133C	GO:0042054	F:histone methyltransferase activity
YBR133C	GO:0035241	F:protein-arginine omega-N monomethyltransferase activity
YBR133C	GO:0035243	F:protein-arginine omega-N symmetric methyltransferase activity
YBR133C	GO:0051301	P:cell division
YBR133C	GO:0000902	P:cell morphogenesis
YBR133C	GO:0000086	P:G2/M transition of mitotic cell cycle
YBR133C	GO:0032259	P:methylation
YBR133C	GO:0045840	P:positive regulation of mitotic nuclear division
YBR133C	GO:0030163	P:protein catabolic process
YBR133C	GO:0051726	P:regulation of cell cycle
YBR133C	GO:0006355	P:regulation of DNA-templated transcription
YBR135W	GO:0000307	C:cyclin-dependent protein kinase holoenzyme complex
YBR135W	GO:0005737	C:cytoplasm
YBR135W	GO:0005634	C:nucleus
YBR135W	GO:0019005	C:SCF ubiquitin ligase complex
YBR135W	GO:0061575	F:cyclin-dependent protein serine/threonine kinase activator activity
YBR135W	GO:0042393	F:histone binding
YBR135W	GO:0030295	F:protein kinase activator activity
YBR135W	GO:0019901	F:protein kinase binding
YBR135W	GO:0043130	F:ubiquitin binding
YBR135W	GO:0007049	P:cell cycle
YBR135W	GO:0051301	P:cell division
YBR135W	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YBR135W	GO:1902806	P:regulation of cell cycle G1/S phase transition
YBR135W	GO:0007346	P:regulation of mitotic cell cycle
YBR135W	GO:0006357	P:regulation of transcription by RNA polymerase II
YBR136W	GO:0070310	C:ATR-ATRIP complex
YBR136W	GO:0005739	C:mitochondrion
YBR136W	GO:0005634	C:nucleus
YBR136W	GO:0005524	F:ATP binding
YBR136W	GO:0004672	F:protein kinase activity
YBR136W	GO:0106310	F:protein serine kinase activity
YBR136W	GO:0004674	F:protein serine/threonine kinase activity
YBR136W	GO:0006325	P:chromatin organization
YBR136W	GO:0000077	P:DNA damage checkpoint signaling
YBR136W	GO:0006310	P:DNA recombination
YBR136W	GO:0006281	P:DNA repair
YBR136W	GO:0006260	P:DNA replication
YBR136W	GO:0006139	P:nucleobase-containing compound metabolic process
YBR136W	GO:0016310	P:phosphorylation
YBR136W	GO:2000105	P:positive regulation of DNA-templated DNA replication
YBR136W	GO:0007131	P:reciprocal meiotic recombination
YBR136W	GO:2000779	P:regulation of double-strand break repair
YBR136W	GO:0042770	P:signal transduction in response to DNA damage
YBR136W	GO:0000723	P:telomere maintenance
YBR136W	GO:0000722	P:telomere maintenance via recombination
YBR137W	GO:0005737	C:cytoplasm
YBR137W	GO:0005829	C:cytosol
YBR137W	GO:0072380	C:TRC complex
YBR137W	GO:0006620	P:post-translational protein targeting to endoplasmic reticulum membrane
YBR138C	GO:0005737	C:cytoplasm
YBR139W	GO:0000324	C:fungal-type vacuole
YBR139W	GO:0000328	C:fungal-type vacuole lumen
YBR139W	GO:0017171	F:serine hydrolase activity
YBR139W	GO:0004185	F:serine-type carboxypeptidase activity
YBR139W	GO:0016236	P:macroautophagy
YBR139W	GO:0046938	P:phytochelatin biosynthetic process
YBR139W	GO:0031638	P:zymogen activation
YBR140C	GO:0016020	C:membrane
YBR140C	GO:0005739	C:mitochondrion
YBR140C	GO:0005096	F:GTPase activator activity
YBR140C	GO:0007193	P:adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
YBR140C	GO:0046580	P:negative regulation of Ras protein signal transduction
YBR141C	GO:0005730	C:nucleolus
YBR141C	GO:0016433	F:rRNA (adenine) methyltransferase activity
YBR141C	GO:0008757	F:S-adenosylmethionine-dependent methyltransferase activity
YBR142W	GO:0005730	C:nucleolus
YBR142W	GO:0005524	F:ATP binding
YBR142W	GO:0016887	F:ATP hydrolysis activity
YBR142W	GO:0003723	F:RNA binding
YBR142W	GO:0003724	F:RNA helicase activity
YBR142W	GO:0000466	P:maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YBR142W	GO:0000463	P:maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YBR142W	GO:0042273	P:ribosomal large subunit biogenesis
YBR143C	GO:0005737	C:cytoplasm
YBR143C	GO:0010494	C:cytoplasmic stress granule
YBR143C	GO:0005829	C:cytosol
YBR143C	GO:0018444	C:translation release factor complex
YBR143C	GO:0004045	F:aminoacyl-tRNA hydrolase activity
YBR143C	GO:1990825	F:sequence-specific mRNA binding
YBR143C	GO:0003747	F:translation release factor activity
YBR143C	GO:0016149	F:translation release factor activity, codon specific
YBR143C	GO:0002184	P:cytoplasmic translational termination
YBR143C	GO:0006353	P:DNA-templated transcription termination
YBR143C	GO:0006415	P:translational termination
YBR145W	GO:0005737	C:cytoplasm
YBR145W	GO:0005634	C:nucleus
YBR145W	GO:0004022	F:alcohol dehydrogenase (NAD+) activity
YBR145W	GO:0008270	F:zinc ion binding
YBR145W	GO:0000947	P:amino acid catabolic process to alcohol via Ehrlich pathway
YBR145W	GO:0019655	P:glycolytic fermentation to ethanol
YBR145W	GO:0006116	P:NADH oxidation
YBR146W	GO:0005743	C:mitochondrial inner membrane
YBR146W	GO:0005763	C:mitochondrial small ribosomal subunit
YBR146W	GO:0005739	C:mitochondrion
YBR146W	GO:0003723	F:RNA binding
YBR146W	GO:0003735	F:structural constituent of ribosome
YBR146W	GO:0032543	P:mitochondrial translation
YBR147W	GO:0000329	C:fungal-type vacuole membrane
YBR147W	GO:0031966	C:mitochondrial membrane
YBR147W	GO:0005739	C:mitochondrion
YBR147W	GO:0015174	F:basic amino acid transmembrane transporter activity
YBR147W	GO:0034488	P:basic amino acid transmembrane export from vacuole
YBR148W	GO:0005628	C:prospore membrane
YBR148W	GO:0031105	C:septin complex
YBR148W	GO:0032120	P:ascospore-type prospore membrane formation
YBR149W	GO:0005829	C:cytosol
YBR149W	GO:0004032	F:alditol:NADP+ 1-oxidoreductase activity
YBR149W	GO:0047816	F:D-arabinose 1-dehydrogenase (NAD+) activity
YBR149W	GO:0106271	F:D-arabinose 1-dehydrogenase (NADP+) activity
YBR149W	GO:0045290	F:D-arabinose 1-dehydrogenase [NAD(P)+] activity
YBR149W	GO:0005975	P:carbohydrate metabolic process
YBR150C	GO:0005737	C:cytoplasm
YBR150C	GO:0031966	C:mitochondrial membrane
YBR150C	GO:0005739	C:mitochondrion
YBR150C	GO:0031965	C:nuclear membrane
YBR150C	GO:0005634	C:nucleus
YBR150C	GO:0000981	F:DNA-binding transcription factor activity, RNA polymerase II-specific
YBR150C	GO:0043565	F:sequence-specific DNA binding
YBR150C	GO:0008270	F:zinc ion binding
YBR150C	GO:0006351	P:DNA-templated transcription
YBR151W	GO:0005737	C:cytoplasm
YBR151W	GO:0005634	C:nucleus
YBR152W	GO:0005829	C:cytosol
YBR152W	GO:0005634	C:nucleus
YBR152W	GO:0005681	C:spliceosomal complex
YBR152W	GO:0046540	C:U4/U6 x U5 tri-snRNP complex
YBR152W	GO:0003723	F:RNA binding
YBR152W	GO:0000349	P:generation of catalytic spliceosome for first transesterification step
YBR152W	GO:0000398	P:mRNA splicing, via spliceosome
YBR153W	GO:0008703	F:5-amino-6-(5-phosphoribosylamino)uracil reductase activity
YBR153W	GO:0050661	F:NADP binding
YBR153W	GO:0009231	P:riboflavin biosynthetic process
YBR154C	GO:0005654	C:nucleoplasm
YBR154C	GO:0005634	C:nucleus
YBR154C	GO:0005736	C:RNA polymerase I complex
YBR154C	GO:0005665	C:RNA polymerase II, core complex
YBR154C	GO:0005666	C:RNA polymerase III complex
YBR154C	GO:0003677	F:DNA binding
YBR154C	GO:0001054	F:RNA polymerase I activity
YBR154C	GO:0042790	P:nucleolar large rRNA transcription by RNA polymerase I
YBR154C	GO:0042254	P:ribosome biogenesis
YBR154C	GO:0001172	P:RNA-templated transcription
YBR154C	GO:0006363	P:termination of RNA polymerase I transcription
YBR154C	GO:0006386	P:termination of RNA polymerase III transcription
YBR154C	GO:0006360	P:transcription by RNA polymerase I
YBR154C	GO:0006366	P:transcription by RNA polymerase II
YBR154C	GO:0006383	P:transcription by RNA polymerase III
YBR154C	GO:0006362	P:transcription elongation by RNA polymerase I
YBR154C	GO:0006368	P:transcription elongation by RNA polymerase II
YBR154C	GO:0006361	P:transcription initiation at RNA polymerase I promoter
YBR154C	GO:0006367	P:transcription initiation at RNA polymerase II promoter
YBR154C	GO:0006384	P:transcription initiation at RNA polymerase III promoter
YBR154C	GO:0042797	P:tRNA transcription by RNA polymerase III
YBR155W	GO:0005737	C:cytoplasm
YBR155W	GO:0005634	C:nucleus
YBR155W	GO:0030544	F:Hsp70 protein binding
YBR155W	GO:0051879	F:Hsp90 protein binding
YBR155W	GO:0043022	F:ribosome binding
YBR155W	GO:0006457	P:protein folding
YBR155W	GO:0042026	P:protein refolding
YBR156C	GO:0032133	C:chromosome passenger complex
YBR156C	GO:0005737	C:cytoplasm
YBR156C	GO:0000776	C:kinetochore
YBR156C	GO:0005828	C:kinetochore microtubule
YBR156C	GO:0072686	C:mitotic spindle
YBR156C	GO:0005634	C:nucleus
YBR156C	GO:0005876	C:spindle microtubule
YBR156C	GO:0051233	C:spindle midzone
YBR156C	GO:0030295	F:protein kinase activator activity
YBR156C	GO:0032147	P:activation of protein kinase activity
YBR156C	GO:0051316	P:attachment of meiotic spindle microtubules to kinetochore
YBR156C	GO:0007059	P:chromosome segregation
YBR156C	GO:0090267	P:positive regulation of mitotic cell cycle spindle assembly checkpoint
YBR156C	GO:0032465	P:regulation of cytokinesis
YBR156C	GO:0031134	P:sister chromatid biorientation
YBR158W	GO:0005933	C:cellular bud
YBR158W	GO:0005737	C:cytoplasm
YBR158W	GO:0005634	C:nucleus
YBR158W	GO:0031267	F:small GTPase binding
YBR158W	GO:0051301	P:cell division
YBR158W	GO:0007094	P:mitotic spindle assembly checkpoint signaling
YBR158W	GO:0031578	P:mitotic spindle orientation checkpoint signaling
YBR158W	GO:0001100	P:negative regulation of exit from mitosis
YBR158W	GO:2001042	P:negative regulation of septum digestion after cytokinesis
YBR158W	GO:0032984	P:protein-containing complex disassembly
YBR158W	GO:0031146	P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
YBR159W	GO:0005783	C:endoplasmic reticulum
YBR159W	GO:0005789	C:endoplasmic reticulum membrane
YBR159W	GO:0045703	F:ketoreductase activity
YBR159W	GO:0141040	F:very-long-chain 3-oxoacyl-CoA reductase activity
YBR159W	GO:0030497	P:fatty acid elongation
YBR159W	GO:0030148	P:sphingolipid biosynthetic process
YBR159W	GO:0042761	P:very long-chain fatty acid biosynthetic process
YBR160W	GO:0005935	C:cellular bud neck
YBR160W	GO:0000307	C:cyclin-dependent protein kinase holoenzyme complex
YBR160W	GO:0005737	C:cytoplasm
YBR160W	GO:0010494	C:cytoplasmic stress granule
YBR160W	GO:0005783	C:endoplasmic reticulum
YBR160W	GO:0005634	C:nucleus
YBR160W	GO:0005524	F:ATP binding
YBR160W	GO:0030332	F:cyclin binding
YBR160W	GO:0004693	F:cyclin-dependent protein serine/threonine kinase activity
YBR160W	GO:0042393	F:histone binding
YBR160W	GO:0004672	F:protein kinase activity
YBR160W	GO:0106310	F:protein serine kinase activity
YBR160W	GO:0004674	F:protein serine/threonine kinase activity
YBR160W	GO:0000993	F:RNA polymerase II complex binding
YBR160W	GO:0006370	P:7-methylguanosine mRNA capping
YBR160W	GO:0051301	P:cell division
YBR160W	GO:0006974	P:DNA damage response
YBR160W	GO:0000729	P:DNA double-strand break processing
YBR160W	GO:0006303	P:double-strand break repair via nonhomologous end joining
YBR160W	GO:0000082	P:G1/S transition of mitotic cell cycle
YBR160W	GO:0000086	P:G2/M transition of mitotic cell cycle
YBR160W	GO:0000706	P:meiotic DNA double-strand break processing
YBR160W	GO:1990758	P:mitotic sister chromatid biorientation
YBR160W	GO:0090307	P:mitotic spindle assembly
YBR160W	GO:1902596	P:negative regulation of DNA replication origin binding
YBR160W	GO:0045892	P:negative regulation of DNA-templated transcription
YBR160W	GO:2001033	P:negative regulation of double-strand break repair via nonhomologous end joining
YBR160W	GO:0051447	P:negative regulation of meiotic cell cycle
YBR160W	GO:1903500	P:negative regulation of mitotic actomyosin contractile ring assembly
YBR160W	GO:0045930	P:negative regulation of mitotic cell cycle
YBR160W	GO:0045875	P:negative regulation of sister chromatid cohesion
YBR160W	GO:0000122	P:negative regulation of transcription by RNA polymerase II
YBR160W	GO:0045893	P:positive regulation of DNA-templated transcription
YBR160W	GO:1905168	P:positive regulation of double-strand break repair via homologous recombination
YBR160W	GO:0045819	P:positive regulation of glycogen catabolic process
YBR160W	GO:0051446	P:positive regulation of meiotic cell cycle
YBR160W	GO:0045931	P:positive regulation of mitotic cell cycle
YBR160W	GO:1904291	P:positive regulation of mitotic DNA damage checkpoint
YBR160W	GO:0010696	P:positive regulation of mitotic spindle pole body separation
YBR160W	GO:0010571	P:positive regulation of nuclear cell cycle DNA replication
YBR160W	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YBR160W	GO:1901319	P:positive regulation of trehalose catabolic process
YBR160W	GO:0010898	P:positive regulation of triglyceride catabolic process
YBR160W	GO:0006892	P:post-Golgi vesicle-mediated transport
YBR160W	GO:0030163	P:protein catabolic process
YBR160W	GO:1990139	P:protein localization to nuclear periphery
YBR160W	GO:0034504	P:protein localization to nucleus
YBR160W	GO:1902889	P:protein localization to spindle microtubule
YBR160W	GO:0006468	P:protein phosphorylation
YBR160W	GO:0010568	P:regulation of budding cell apical bud growth
YBR160W	GO:1902806	P:regulation of cell cycle G1/S phase transition
YBR160W	GO:1902275	P:regulation of chromatin organization
YBR160W	GO:0006355	P:regulation of DNA-templated transcription
YBR160W	GO:0010570	P:regulation of filamentous growth
YBR160W	GO:0010389	P:regulation of G2/M transition of mitotic cell cycle
YBR160W	GO:0010468	P:regulation of gene expression
YBR160W	GO:0032880	P:regulation of protein localization
YBR160W	GO:1905634	P:regulation of protein localization to chromatin
YBR160W	GO:0090169	P:regulation of spindle assembly
YBR160W	GO:0032210	P:regulation of telomere maintenance via telomerase
YBR160W	GO:0010033	P:response to organic substance
YBR160W	GO:0007165	P:signal transduction
YBR160W	GO:0007130	P:synaptonemal complex assembly
YBR161W	GO:0000324	C:fungal-type vacuole
YBR161W	GO:0005794	C:Golgi apparatus
YBR161W	GO:0031501	C:mannosyltransferase complex
YBR161W	GO:0005774	C:vacuolar membrane
YBR161W	GO:0103064	F:inositol phosphorylceramide mannosyltransferase activity
YBR161W	GO:0000030	F:mannosyltransferase activity
YBR161W	GO:0006688	P:glycosphingolipid biosynthetic process
YBR161W	GO:0006676	P:mannosyl diphosphorylinositol ceramide metabolic process
YBR161W	GO:0051999	P:mannosyl-inositol phosphorylceramide biosynthetic process
YBR161W	GO:0030148	P:sphingolipid biosynthetic process
YBR162C	GO:0071944	C:cell periphery
YBR162C	GO:0005576	C:extracellular region
YBR162C	GO:0009277	C:fungal-type cell wall
YBR162C	GO:0000324	C:fungal-type vacuole
YBR162C	GO:0016798	F:hydrolase activity, acting on glycosyl bonds
YBR162C	GO:0071555	P:cell wall organization
YBR162C	GO:0008152	P:metabolic process
YBR162W-A	GO:0005783	C:endoplasmic reticulum
YBR162W-A	GO:0005789	C:endoplasmic reticulum membrane
YBR162W-A	GO:0030968	P:endoplasmic reticulum unfolded protein response
YBR162W-A	GO:0009306	P:protein secretion
YBR163W	GO:0005739	C:mitochondrion
YBR163W	GO:0005634	C:nucleus
YBR163W	GO:0051539	F:4 iron, 4 sulfur cluster binding
YBR163W	GO:0003677	F:DNA binding
YBR163W	GO:0046872	F:metal ion binding
YBR163W	GO:0045145	F:single-stranded DNA 5'-3' DNA exonuclease activity
YBR163W	GO:0036297	P:interstrand cross-link repair
YBR163W	GO:0000002	P:mitochondrial genome maintenance
YBR164C	GO:0005829	C:cytosol
YBR164C	GO:0010008	C:endosome membrane
YBR164C	GO:0005794	C:Golgi apparatus
YBR164C	GO:0005802	C:trans-Golgi network
YBR164C	GO:0005525	F:GTP binding
YBR164C	GO:0003924	F:GTPase activity
