SYSTEMATIC.name	SYMBOL	DOMAIN.id	DOMAIN.name	DOMAIN.start	DOMAIN.end
YGL220W	BOL2	2155699	BolA protein	5	119
YGL220W	BOL2	2155700	BolA-like superfamily	14	117
YGL220W	BOL2	2166269	Fra2p	9	118
YAL046C	BOL3	2127391	-	22	112
YAL046C	BOL3	2127392	BolA protein	47	108
YAL046C	BOL3	2151752	BolA-like superfamily	18	108
YAL046C	BOL3	2162961	BOLA-LIKE PROTEIN 3	20	111
YNL042W	BOP3	2157016	Protein of unknown function DUF2722	12	384
YNL275W	BOR1	2131037	Bicarbonate transporter-like, transmembrane domain	236	498
YNL275W	BOR1	2136571	Bicarbonate transporter-like, transmembrane domain	61	226
YNL275W	BOR1	2136572	Helical hairpin bin	69	108
YNL275W	BOR1	2172059	Anion exchange family protein	68	108
YNL275W	BOR1	2172060	Bicarbonate transporter, eukaryotic	28	552
YLR078C	BOS1	2144570	Snare region anchored in the vesicle membrane C-terminus	154	218
YLR078C	BOS1	2144571	GOSR2/Membrin/Bos1	1	244
YLR078C	BOS1	2169999	VESICLE TRANSPORT V-SNARE PROTEIN VTI1-RELATED	11	242
YLR078C	BOS1	2170000	SNARE_GS27	152	217
YCR032W	BPH1	2127923	BEACH domain superfamily	1547	1839
YCR032W	BPH1	2132766	PH-BEACH domain	1442	1498
YCR032W	BPH1	2132767	PH-like domain superfamily	1372	1498
YCR032W	BPH1	2132768	WD40/YVTN repeat-like-containing domain superfamily	1920	2166
YCR032W	BPH1	2144437	BEACH domain	1558	1839
YCR032W	BPH1	2144438	BEACH domain	1545	1839
YCR032W	BPH1	2144439	PH-BEACH domain	1368	1499
YCR032W	BPH1	2144440	BEACH domain	1557	1839
YCR032W	BPH1	2144441	PH domain-like	1372	1499
YCR032W	BPH1	2144442	WD40-repeat-containing domain superfamily	1918	2105
YCR032W	BPH1	2144443	BEACH domain superfamily	1541	1839
YCR032W	BPH1	2164062	neurobeachin isoform X1	1547	1839
YCR032W	BPH1	2164063	PH-BEACH domain	1371	1500
YCR032W	BPH1	2164064	BLUE CHEESE	1314	2103
YCR032W	BPH1	2164065	BEACH domain	1558	1839
YDL141W	BPL1	2128059	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	369	621
YDL141W	BPL1	2132782	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	384	619
YDL141W	BPL1	2132783	Class I glutamine amidotransferase-like	9	242
YDL141W	BPL1	2155007	Biotin protein ligase, C-terminal	623	682
YDL141W	BPL1	2155008	Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain	386	553
YDL141W	BPL1	2155009	Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain	369	606
YDL141W	BPL1	2155010	Class I glutamine amidotransferase-like	19	124
YDL141W	BPL1	2164267	Biotin--acetyl-CoA-carboxylase ligase	388	591
YDL141W	BPL1	2164268	BIOTIN PROTEIN LIGASE	1	687
YDL141W	BPL1	2164269	Biotin-protein ligase, N-terminal	1	280
YDL141W	BPL1	2164270	Biotin:apoprotein ligase	9	242
YDL141W	BPL1	2164271	GATase1_ScBLP_like	2	176
YLL015W	BPT1	2135890	P-loop containing nucleoside triphosphate hydrolase	1285	1552
YLL015W	BPT1	2135891	P-loop containing nucleoside triphosphate hydrolase	604	891
YLL015W	BPT1	2135892	ABC transporter type 1, transmembrane domain superfamily	945	1284
YLL015W	BPT1	2135893	ABC transporter type 1, transmembrane domain superfamily	262	596
YLL015W	BPT1	2141968	ABC transporter-like, ATP-binding domain	659	795
YLL015W	BPT1	2141969	ABC transporter-like, ATP-binding domain	1319	1484
YLL015W	BPT1	2141970	ABC transporter type 1, transmembrane domain	299	565
YLL015W	BPT1	2141971	ABC transporter type 1, transmembrane domain	981	1249
YLL015W	BPT1	2141972	ABC transporter-like, conserved site	770	784
YLL015W	BPT1	2141973	ABC transporter-like, conserved site	1456	1470
YLL015W	BPT1	2141974	ABC transporter-like, ATP-binding domain	639	871
YLL015W	BPT1	2141975	ABC transporter-like, ATP-binding domain	1302	1553
YLL015W	BPT1	2141976	ABC transporter type 1, transmembrane domain	302	578
YLL015W	BPT1	2141977	ABC transporter type 1, transmembrane domain	981	1265
YLL015W	BPT1	2141978	AAA+ ATPase domain	664	854
YLL015W	BPT1	2141979	AAA+ ATPase domain	1328	1530
YLL015W	BPT1	2141980	P-loop containing nucleoside triphosphate hydrolase	650	864
YLL015W	BPT1	2141981	P-loop containing nucleoside triphosphate hydrolase	1294	1551
YLL015W	BPT1	2141982	ABC transporter type 1, transmembrane domain superfamily	272	586
YLL015W	BPT1	2141983	ABC transporter type 1, transmembrane domain superfamily	980	1288
YLL015W	BPT1	2169590	ATP-binding cassette bilirubin transporter	605	891
YLL015W	BPT1	2169591	ATP-BINDING CASSETTE SUB-FAMILY C	220	1554
YLL015W	BPT1	2169592	ABCC_MRP_domain1	615	848
YLL015W	BPT1	2169593	ABC transporter C family member 2	945	1283
YLL015W	BPT1	2169594	ABCC_MRP_domain2	1300	1537
YLL015W	BPT1	2169595	ABC transporter C family, six-transmembrane helical domain 1	294	586
YLL015W	BPT1	2169596	ABC metal ion transporter	262	594
YLL015W	BPT1	2169597	ABC bile acid transporter	1286	1553
YLL015W	BPT1	2169598	ABC_6TM_MRP1_2_3_6_D2_like	980	1277
YDL074C	BRE1	2128009	Zinc finger, RING/FYVE/PHD-type	632	700
YDL074C	BRE1	2160407	BRE1 E3 ubiquitin ligase	443	535
YDL074C	BRE1	2160408	Zinc finger, C3HC4 type (RING finger)	647	690
YDL074C	BRE1	2160409	Zinc finger, RING-type	648	687
YDL074C	BRE1	2160410	Zinc finger C2H2-type	681	700
YDL074C	BRE1	2160411	Zinc finger, RING-type	648	686
YDL074C	BRE1	2160412	RING/U-box	634	696
YDL074C	BRE1	2164527	RING-HC_Bre1-like	641	698
YDL074C	BRE1	2164528	E3 ubiquitin protein ligase	629	700
YDL074C	BRE1	2164529	E3 ubiquitin ligase Bre1	6	433
YLR015W	BRE2	2130350	Concanavalin A-like lectin/glucanase domain superfamily	177	386
YLR015W	BRE2	2135894	B30.2/SPRY domain superfamily	91	462
YLR015W	BRE2	2153873	SPRY domain	130	393
YLR015W	BRE2	2169822	SPRY_Ash2	101	244
YLR015W	BRE2	2169823	Histone methyltransferase complex subunit ASH2	25	502
YDL231C	BRE4	2128149	Brefeldin A sensitivity protein-related, domain of unknown function DUF2421	866	1062
YDL231C	BRE4	2160521	Fusaric acid resistance protein-like	724	855
YDL231C	BRE4	2160522	Brefeldin A-sensitivity protein 4	73	93
YDL231C	BRE4	2160523	Brefeldin A-sensitivity protein 4	150	172
YDL231C	BRE4	2160524	Brefeldin A-sensitivity protein 4	186	205
YDL231C	BRE4	2160525	Brefeldin A-sensitivity protein 4	231	254
YDL231C	BRE4	2160526	Brefeldin A-sensitivity protein 4	287	309
YDL231C	BRE4	2160527	Brefeldin A-sensitivity protein 4	366	387
YDL231C	BRE4	2160528	Brefeldin A-sensitivity protein 4	587	608
YDL231C	BRE4	2160529	Brefeldin A-sensitivity protein 4	700	720
YDL231C	BRE4	2160530	Brefeldin A-sensitivity protein 4	757	771
YDL231C	BRE4	2160531	Brefeldin A-sensitivity protein 4	779	798
YDL231C	BRE4	2160532	Brefeldin A-sensitivity protein 4	805	819
YDL231C	BRE4	2160533	Brefeldin A-sensitivity protein 4	858	871
YDL231C	BRE4	2160534	Brefeldin A-sensitivity protein 4	885	901
YDL231C	BRE4	2160535	Brefeldin A-sensitivity protein 4	1011	1027
YDL231C	BRE4	2164110	60S RIBOSOMAL PROTEIN L19	125	1123
YNR051C	BRE5	2136446	-	1	147
YNR051C	BRE5	2156582	Nuclear transport factor 2 domain	8	140
YNR051C	BRE5	2156583	RNA recognition motif domain	418	494
YNR051C	BRE5	2156584	Nuclear transport factor 2, eukaryote	8	140
YNR051C	BRE5	2156585	NTF2-like domain superfamily	4	141
YNR051C	BRE5	2175671	UBP3-associated protein BRE5	1	147
YNR051C	BRE5	2175672	Nuclear transport factor 2, eukaryote	4	142
YNR051C	BRE5	2175673	Ras GTPase-activating protein-binding protein	6	248
YGR246C	BRF1	2129459	-	177	272
YGR246C	BRF1	2129460	Single helix bin	435	506
YGR246C	BRF1	2129461	-	72	173
YGR246C	BRF1	2134185	Transcription factor TFIIB, cyclin-like domain	77	167
YGR246C	BRF1	2134186	Transcription factor TFIIB, cyclin-like domain	172	265
YGR246C	BRF1	2134187	-	2	42
YGR246C	BRF1	2145313	Brf1, TBP-binding domain	463	595
YGR246C	BRF1	2145314	Zinc finger, TFIIB-type	3	45
YGR246C	BRF1	2145315	Transcription factor TFIIB	18	38
YGR246C	BRF1	2145316	Transcription factor TFIIB	127	146
YGR246C	BRF1	2145317	Transcription factor TFIIB	153	168
YGR246C	BRF1	2145318	Transcription factor TFIIB	218	234
YGR246C	BRF1	2145319	Transcription factor TFIIB	250	264
YGR246C	BRF1	2145320	Transcription factor TFIIB, conserved site	119	134
YGR246C	BRF1	2145321	Transcription factor TFIIB, conserved site	217	232
YGR246C	BRF1	2145322	Zinc finger, TFIIB-type	1	33
YGR246C	BRF1	2145323	Cyclin-like domain	85	166
YGR246C	BRF1	2145324	Cyclin-like domain	180	264
YGR246C	BRF1	2145325	Cyclin-like superfamily	82	170
YGR246C	BRF1	2145326	Cyclin-like superfamily	176	270
YGR246C	BRF1	2145327	Zinc beta-ribbon	3	46
YGR246C	BRF1	2167270	Transcription factor IIIB 90 kDa subunit	177	269
YGR246C	BRF1	2167271	Transcription factor IIIB 90 kDa subunit	72	174
YGR246C	BRF1	2167272	CYCLIN_TFIIIB90_rpt1	78	168
YGR246C	BRF1	2167273	CYCLIN_TFIIIB90_rpt2	174	265
YGR246C	BRF1	2167274	Transcription factor TFIIB	3	505
YGR246C	BRF1	2167275	Transcription factor TFIIIB subunit	436	506
YHR036W	BRL1	2150519	Brl1/Brr6 domain	296	427
YHR036W	BRL1	2150520	Brl1/Brr6 domain	294	429
YHR036W	BRL1	2167605	Nucleus export protein Brl1/Brr6	14	457
YBL097W	BRN1	2127582	Condensin complex subunit 2/barren	631	742
YBL097W	BRN1	2132384	Condensin complex subunit 2/barren	20	627
YBL097W	BRN1	2149566	Condensin complex subunit 2/barren	1	747
YBL097W	BRN1	2174707	Condensin complex subunit 2/barren	23	748
YPL084W	BRO1	2132076	BRO1 domain superfamily	1	367
YPL084W	BRO1	2132077	alix/aip1 in complex with the ypdl late domain	370	646
YPL084W	BRO1	2137911	alix/aip1 like domains	437	693
YPL084W	BRO1	2155097	BRO1 domain	6	386
YPL084W	BRO1	2155098	ALIX V-shaped domain	481	702
YPL084W	BRO1	2155099	BRO1 domain	4	400
YPL084W	BRO1	2155100	BRO1 domain	4	390
YPL084W	BRO1	2173845	PCD6 INTERACTING PROTEIN-RELATED	3	802
YPL084W	BRO1	2173846	V_ScBro1_like	368	702
YPL084W	BRO1	2173847	BRO1_ScBro1_like	5	347
YPR057W	BRR1	2137848	-	158	341
YPR057W	BRR1	2137849	Gemin2/Brr1	160	337
YPR057W	BRR1	2162743	Pre-mRNA-splicing factor Brr1	10	28
YPR057W	BRR1	2162744	Pre-mRNA-splicing factor Brr1	28	44
YPR057W	BRR1	2162745	Pre-mRNA-splicing factor Brr1	93	109
YPR057W	BRR1	2162746	Pre-mRNA-splicing factor Brr1	111	131
YPR057W	BRR1	2162747	Pre-mRNA-splicing factor Brr1	163	177
YPR057W	BRR1	2162748	Pre-mRNA-splicing factor Brr1	202	220
YPR057W	BRR1	2162749	Pre-mRNA-splicing factor Brr1	257	271
YPR057W	BRR1	2162750	Pre-mRNA-splicing factor Brr1	271	288
YPR057W	BRR1	2162751	Pre-mRNA-splicing factor Brr1	325	339
YPR057W	BRR1	2174326	Spliceosomal snRNP component	158	341
YER172C	BRR2	2128771	-	1141	1198
YER172C	BRR2	2128772	-	999	1140
YER172C	BRR2	2128773	P-loop containing nucleoside triphosphate hydrolase	506	893
YER172C	BRR2	2128774	-	1850	1990
YER172C	BRR2	2133609	P-loop containing nucleoside triphosphate hydrolase	703	898
YER172C	BRR2	2133610	P-loop containing nucleoside triphosphate hydrolase	1540	1740
YER172C	BRR2	2133611	P-loop containing nucleoside triphosphate hydrolase	486	702
YER172C	BRR2	2133612	C2 domain superfamily	1199	1308
YER172C	BRR2	2133613	Winged helix-like DNA-binding domain superfamily	1744	1846
YER172C	BRR2	2133614	Brr2, N-terminal helicase PWI domain	281	389
YER172C	BRR2	2133615	P-loop containing nucleoside triphosphate hydrolase	1312	1539
YER172C	BRR2	2133616	Sec63 domain	999	1306
YER172C	BRR2	2133617	Winged helix-like DNA-binding domain superfamily	909	998
YER172C	BRR2	2133618	Helicase, C-terminal	728	877
YER172C	BRR2	2146767	-	1991	2048
YER172C	BRR2	2146768	C2 domain superfamily	2049	2163
YER172C	BRR2	2146769	DEAD/DEAH box helicase domain	501	677
YER172C	BRR2	2146770	DEAD/DEAH box helicase domain	1350	1515
YER172C	BRR2	2146771	Sec63 domain	1848	2158
YER172C	BRR2	2146772	BRR2	7	2163
YER172C	BRR2	2146773	Helicase superfamily 1/2, ATP-binding domain	508	692
YER172C	BRR2	2146774	Helicase superfamily 1/2, ATP-binding domain	1357	1533
YER172C	BRR2	2146775	Helicase, C-terminal	718	921
YER172C	BRR2	2146776	Helicase superfamily 1/2, ATP-binding domain	495	707
YER172C	BRR2	2146777	Helicase superfamily 1/2, ATP-binding domain	1344	1549
YER172C	BRR2	2146778	Helicase, C-terminal	787	879
YER172C	BRR2	2146779	Sec63 domain	998	1308
YER172C	BRR2	2146780	Sec63 domain	1846	2160
YER172C	BRR2	2146781	Sec63 N-terminal domain-like	1027	1200
YER172C	BRR2	2146782	Sec63 N-terminal domain-like	1875	2049
YER172C	BRR2	2146783	Winged helix DNA-binding domain superfamily	907	1010
YER172C	BRR2	2146784	Winged helix DNA-binding domain superfamily	1742	1830
YER172C	BRR2	2146785	P-loop containing nucleoside triphosphate hydrolase	1284	1526
YER172C	BRR2	2146786	P-loop containing nucleoside triphosphate hydrolase	1535	1741
YER172C	BRR2	2146787	Immunoglobulin E-set	1196	1309
YER172C	BRR2	2146788	Immunoglobulin E-set	2051	2162
YER172C	BRR2	2175141	RNA helicase, activating signal cointegrator 1	485	699
YER172C	BRR2	2175142	Pre-mRNA-splicing helicase BRR2	1741	1844
YER172C	BRR2	2175143	DEXHc_Brr2_1	480	695
YER172C	BRR2	2175144	U5 small nuclear ribonucleoprotein helicase	909	998
YER172C	BRR2	2175145	DEXHc_Brr2_2	1345	1536
YER172C	BRR2	2175146	SF2_C_Ski2	699	891
YER172C	BRR2	2175147	U5 small nuclear ribonucleoprotein helicase	700	902
YER172C	BRR2	2175148	U5 small nuclear ribonucleoprotein helicase	999	1140
YER172C	BRR2	2175149	U5 small nuclear ribonucleoprotein kDa helicase	1991	2047
YER172C	BRR2	2175150	DNA POLYMERASE THETA, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05260)-RELATED	392	1215
YER172C	BRR2	2175151	U5 small nuclear ribonucleoprotein helicase	1312	1540
YER172C	BRR2	2175152	Pre-mRNA splicing helicase, putative	2048	2163
YER172C	BRR2	2175153	U5 small nuclear ribonucleoprotein helicase	1141	1197
YGL247W	BRR6	2155648	Brl1/Brr6 domain	49	182
YGL247W	BRR6	2155649	Brl1/Brr6 domain	47	183
YGL247W	BRR6	2166288	Nucleus export protein Brl1/Brr6	29	193
YOL077C	BRX1	2136897	-	31	221
YOL077C	BRX1	2160803	Brix domain	38	223
YOL077C	BRX1	2160804	Brix domain	31	232
YOL077C	BRX1	2160805	Brix domain	34	226
YOL077C	BRX1	2160806	Class II aaRS ABD-related	32	229
YOL077C	BRX1	2172707	Ribosome biogenesis protein BRX1	11	284
YOL077C	BRX1	2172708	Ribosome biogenesis protein BRX1	31	221
YDL037C	BSC1	2128021	Flocculin 11 domain	3	141
YDL037C	BSC1	2128022	Flocculin 11 domain	1	155
YDL037C	BSC1	2161520	Flocculin 11 domain	2	143
YNR069C	BSC5	2131394	Bul1, N-terminal	60	462
YNR069C	BSC5	2175688	Bul1-like	46	468
YOL137W	BSC6	2136923	MFS transporter superfamily	294	489
YOL137W	BSC6	2136924	MFS transporter superfamily	78	260
YOL137W	BSC6	2160824	Major facilitator superfamily	85	410
YOL137W	BSC6	2160825	Major facilitator superfamily domain	80	495
YOL137W	BSC6	2160826	MFS transporter superfamily	75	493
YOL137W	BSC6	2172761	MFS_FucP_MFSD4_like	84	485
YOL137W	BSC6	2172762	BSC6p protein	78	260
YOL137W	BSC6	2172763	BYPASS OF STOP CODON PROTEIN 6	36	494
YOL137W	BSC6	2172764	BSC6p protein	294	489
YBR290W	BSD2	2127837	NEDD4/Bsd2	96	318
YBR290W	BSD2	2163836	NDFIP-like	123	311
YBR290W	BSD2	2163837	NEDD4/Bsd2	47	320
YFL025C	BST1	2128851	GPI inositol-deacylase	46	1025
YFL025C	BST1	2128852	Alpha/Beta hydrolase fold	136	372
YFL025C	BST1	2154000	GPI inositol-deacylase PGAP1-like	132	369
YFL025C	BST1	2154001	Alpha/Beta hydrolase fold	135	357
YFL025C	BST1	2175235	GPI inositol-deacylase	136	370
YPL069C	BTS1	2161354	Isoprenoid synthase domain superfamily	1	335
YPL069C	BTS1	2161355	Polyprenyl synthetase	22	262
YPL069C	BTS1	2161356	Polyprenyl synthetase, conserved site	201	213
YPL069C	BTS1	2161357	Polyprenyl synthetase, conserved site	72	86
YPL069C	BTS1	2161358	Isoprenoid synthase domain superfamily	11	301
YPL069C	BTS1	2174200	Geranylgeranyl pyrophosphate synthase	1	333
YPL069C	BTS1	2174201	Polyprenyl synthetase	18	242
YPL069C	BTS1	2174202	GERANYLGERANYL PYROPHOSPHATE SYNTHASE	12	300
YDR252W	BTT1	2128456	NAC A/B domain superfamily	54	110
YDR252W	BTT1	2152611	Nascent polypeptide-associated complex NAC domain	42	96
YDR252W	BTT1	2152612	Nascent polypeptide-associated complex NAC domain	38	103
YDR252W	BTT1	2152613	Nascent polypeptide-associated complex NAC domain	41	97
YDR252W	BTT1	2165200	Transcription factor BTF3 homolog	54	110
YDR252W	BTT1	2165201	NAC_BTF3	9	125
YDR252W	BTT1	2165202	Transcription factor BTF3	3	132
YGR188C	BUB1	2129214	Transferase(Phosphotransferase) domain 1	702	1011
YGR188C	BUB1	2129215	-	107	230
YGR188C	BUB1	2129216	-	29	105
YGR188C	BUB1	2133887	-	302	359
YGR188C	BUB1	2153464	Protein kinase domain	708	930
YGR188C	BUB1	2153465	Mad3/Bub1 homology region 2	291	354
YGR188C	BUB1	2153466	Mad3/Bub1 homology region 1	39	169
YGR188C	BUB1	2153467	Protein kinase, ATP binding site	711	733
YGR188C	BUB1	2153468	Serine/threonine-protein kinase, active site	829	841
YGR188C	BUB1	2153469	Protein kinase domain	705	1021
YGR188C	BUB1	2153470	Mad3/Bub1 homology region 1	47	212
YGR188C	BUB1	2153471	Protein kinase domain	705	975
YGR188C	BUB1	2153472	Mad3/Bub1 homology region 1	36	170
YGR188C	BUB1	2153473	Protein kinase-like domain superfamily	704	968
YGR188C	BUB1	2167030	STKc_Bub1_BubR1	704	1008
YGR188C	BUB1	2167031	Checkpoint serine/threonine-protein kinase BUB1	703	1011
YGR188C	BUB1	2167032	Mitotic spindle checkpoint protein Bub1/Mad3	30	981
YMR055C	BUB2	2136225	putative rabgap domain of human tbc1 domain family member 14 like domains	51	164
YMR055C	BUB2	2136226	-	165	288
YMR055C	BUB2	2144957	Rab-GAP-TBC domain	40	253
YMR055C	BUB2	2144958	Rab-GAP-TBC domain	37	235
YMR055C	BUB2	2144959	Rab-GAP-TBC domain	34	261
YMR055C	BUB2	2144960	Rab-GAP-TBC domain superfamily	41	193
YMR055C	BUB2	2144961	Rab-GAP-TBC domain superfamily	172	278
YMR055C	BUB2	2171218	Cell cycle arrest protein BUB2	56	164
YMR055C	BUB2	2171219	Mitotic check point protein (Bub2)	166	288
YMR055C	BUB2	2171220	TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN	22	267
YOR026W	BUB3	2131525	WD40/YVTN repeat-like-containing domain superfamily	1	341
YOR026W	BUB3	2144962	WD40 repeat	253	279
YOR026W	BUB3	2144963	WD40 repeat	254	288
YOR026W	BUB3	2144964	WD40 repeat	1	39
YOR026W	BUB3	2144965	WD40 repeat	46	85
YOR026W	BUB3	2144966	WD40 repeat	88	128
YOR026W	BUB3	2144967	WD40 repeat	231	279
YOR026W	BUB3	2144968	WD40-repeat-containing domain superfamily	2	318
YOR026W	BUB3	2176139	MRNA EXPORT FACTOR AND BUB3	4	315
YOR026W	BUB3	2176140	Cell cycle arrest protein BUB3	1	341
YGL174W	BUD13	2154289	Bud13	120	250
YGL174W	BUD13	2166360	BUD13 HOMOLOG	79	261
YAR014C	BUD14	2128828	SH3 Domains	262	327
YAR014C	BUD14	2145074	SH3 domain	266	312
YAR014C	BUD14	2145075	SH3 domain	259	320
YAR014C	BUD14	2145076	SH3 domain	262	319
YAR014C	BUD14	2145077	SH3-like domain superfamily	249	340
YAR014C	BUD14	2163010	BUD SITE SELECTION PROTEIN 14	57	565
YAR014C	BUD14	2163011	Bud site selection protein	262	327
YEL029C	BUD16	2133539	Ribokinase-like	2	305
YEL029C	BUD16	2133540	Pyridoxamine kinase/Phosphomethylpyrimidine kinase	78	233
YEL029C	BUD16	2152178	Ribokinase-like	1	301
YEL029C	BUD16	2152179	Pyridoxine kinase	3	274
YEL029C	BUD16	2165771	Pyridoxine kinase	2	299
YEL029C	BUD16	2165772	Pyridoxine kinase	3	266
YNR027W	BUD17	2136662	Ribokinase-like	6	307
YNR027W	BUD17	2156525	Pyridoxamine kinase/Phosphomethylpyrimidine kinase	80	243
YNR027W	BUD17	2156526	Ribokinase-like	9	303
YNR027W	BUD17	2156527	Pyridoxine kinase	8	279
YNR027W	BUD17	2175578	Pyridoxine kinase	5	304
YNR027W	BUD17	2175579	Pyridoxine kinase	10	274
YNR027W	BUD17	2175580	BUD17p putative pyridoxal kinase	6	307
YKL092C	BUD2	2130304	C2 domain	359	429
YKL092C	BUD2	2135298	C2 domain	316	444
YKL092C	BUD2	2135299	C2 domain superfamily	337	464
YKL092C	BUD2	2135300	Rho GTPase activation protein	543	760
YKL092C	BUD2	2147490	Ras GTPase-activating domain	542	720
YKL092C	BUD2	2147491	Ras GTPase-activating protein, conserved site	677	691
YKL092C	BUD2	2147492	Ras GTPase-activating domain	505	721
YKL092C	BUD2	2147493	C2 domain	336	439
YKL092C	BUD2	2147494	Ras GTPase-activating domain	449	823
YKL092C	BUD2	2147495	Rho GTPase activation protein	471	804
YKL092C	BUD2	2147496	C2 domain superfamily	366	451
YKL092C	BUD2	2169228	C2	337	444
YKL092C	BUD2	2169229	Ras GTPase-activating protein	62	913
YKL092C	BUD2	2169230	RasGAP_CLA2_BUD2	460	819
YLR074C	BUD20	2130133	Classic Zinc Finger	35	98
YLR074C	BUD20	2160697	Zinc finger, double-stranded RNA binding	48	74
YLR074C	BUD20	2160698	Zinc finger C2H2-type	51	73
YLR074C	BUD20	2160699	Matrin/U1-C-like, C2H2-type zinc finger	46	80
YLR074C	BUD20	2160700	Zinc finger C2H2 superfamily	35	97
YLR074C	BUD20	2169849	Zinc finger protein 593	35	98
YLR074C	BUD20	2169850	ZINC FINGER PROTEIN 593	3	112
YOR078W	BUD21	2160850	U3 snoRNA associated	111	208
YMR014W	BUD22	2158946	Bud22 domain	79	519
YMR014W	BUD22	2171084	Bud22/Serum response factor-binding protein 1	49	519
YCR047C	BUD23	2132675	S-adenosyl-L-methionine-dependent methyltransferase superfamily	1	204
YCR047C	BUD23	2144772	Methyltransferase type 11	52	155
YCR047C	BUD23	2144773	18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23, C-terminal	219	272
YCR047C	BUD23	2144774	S-adenosyl-L-methionine-dependent methyltransferase superfamily	1	164
YCR047C	BUD23	2164141	18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23-like	2	275
YCR047C	BUD23	2164142	AdoMet_MTases	51	159
YCR047C	BUD23	2164143	probable 18S rRNA (Guanine-N(7))-methyltransferase	1	205
YFL023W	BUD27	2133821	Prefoldin	4	121
YFL023W	BUD27	2154002	Prefoldin alpha-like	9	123
YFL023W	BUD27	2154003	Domain of unknown function DUF3835	711	790
YFL023W	BUD27	2154004	Prefoldin	10	117
YFL023W	BUD27	2175224	Prefoldin alpha subunit, archaea-type	4	315
YFL023W	BUD27	2175225	Bud site selection protein	4	121
YFL023W	BUD27	2175226	Prefoldin	53	114
YCL014W	BUD3	2144661	Bud3, N-terminal	28	205
YCL014W	BUD3	2144662	Dbl homology (DH) domain	265	443
YCL014W	BUD3	2144663	Dbl homology (DH) domain superfamily	260	439
YCR063W	BUD31	2144364	Pre-mRNA-splicing factor BUD31	1	155
YCR063W	BUD31	2144365	Pre-mRNA-splicing factor BUD31	13	33
YCR063W	BUD31	2144366	Pre-mRNA-splicing factor BUD31	50	73
YCR063W	BUD31	2144367	Pre-mRNA-splicing factor BUD31	74	99
YCR063W	BUD31	2144368	Pre-mRNA-splicing factor BUD31	100	125
YCR063W	BUD31	2144369	Pre-mRNA-splicing factor BUD31	145	154
YCR063W	BUD31	2144370	BUD31/G10-related, conserved site	103	125
YCR063W	BUD31	2144371	BUD31/G10-related, conserved site	145	154
YCR063W	BUD31	2144372	Pre-mRNA-splicing factor BUD31	1	157
YGR262C	BUD32	2134352	Phosphorylase Kinase; domain 1	38	109
YGR262C	BUD32	2134353	Transferase(Phosphotransferase) domain 1	133	258
YGR262C	BUD32	2134354	Lipopolysaccharide kinase (Kdo/WaaP) family	68	205
YGR262C	BUD32	2156260	Tyrosine-protein kinase, active site	157	169
YGR262C	BUD32	2156261	Protein kinase domain	16	261
YGR262C	BUD32	2156262	Protein kinase-like domain superfamily	20	198
YGR262C	BUD32	2167374	Serine/threonine-protein kinase Bud32	20	261
YGR262C	BUD32	2167375	Serine/threonine-protein kinase BUD32	37	109
YGR262C	BUD32	2167376	Serine/threonine-protein kinase BUD32	132	258
YGR262C	BUD32	2167377	Serine/threonine-protein kinase Bud32	25	255
YJR092W	BUD4	2134910	PH-like domain superfamily	1290	1414
YJR092W	BUD4	2154731	Pleckstrin homology domain	1304	1412
YJR092W	BUD4	2154732	Pleckstrin homology domain	1302	1413
YJR092W	BUD4	2154733	Pleckstrin homology domain	1303	1415
YJR092W	BUD4	2154734	PH domain-like	1295	1418
YJR092W	BUD4	2168750	PH_Bud4	1285	1424
YJR092W	BUD4	2168751	BUD SITE SELECTION PROTEIN 4	1	1436
YCR038C	BUD5	2132756	Ras guanine-nucleotide exchange factor, catalytic domain superfamily	403	642
YCR038C	BUD5	2144290	Ras guanine-nucleotide exchange factors catalytic domain	416	581
YCR038C	BUD5	2144291	Ras guanine-nucleotide exchange factor, conserved site	549	580
YCR038C	BUD5	2144292	Ras guanine-nucleotide exchange factors catalytic domain	412	640
YCR038C	BUD5	2144293	Ras-like guanine nucleotide exchange factor, N-terminal	224	339
YCR038C	BUD5	2144294	Ras guanine-nucleotide exchange factors catalytic domain	408	641
YCR038C	BUD5	2144295	Ras-like guanine nucleotide exchange factor, N-terminal	223	339
YCR038C	BUD5	2144296	Ras guanine nucleotide exchange factor domain superfamily	232	640
YCR038C	BUD5	2164041	Ras-like guanine nucleotide exchange factor	217	612
YCR038C	BUD5	2164042	Ras guanine-nucleotide exchange factors catalytic domain	409	635
YLR319C	BUD6	2130870	-	548	688
YLR319C	BUD6	2153492	Actin interacting protein 3-like, C-terminal	365	776
YLR319C	BUD6	2153493	Actin interacting protein 3, C-terminal	365	776
